s	Product	Department	Dept_Name	Year	Month	Sales	Transactions	Items
571	Pepper Bell Green Organic	2	PRODUCE	2013	10	2327.05	1080	1083
20652200000	90% Lean Ground Beef	13	MEAT	2015	6	2326.7	259	300
20295000000	The Works Burrito w/Chicken	8	DELI	2013	7	2326.67	299	332
17509	COFFEE Midnight Sun/EE	3	BULK	2013	4	2326.46	275	289
115	APPLES Haralson Hoch Organic	2	PRODUCE	2013	10	2326.36	494	494
15530	SWEETENER Maple Syrup B	3	BULK	2015	10	2326	244	253
595	POTATOES Yellow/Butterball O.	2	PRODUCE	2016	7	2326	767	773
13810	SEEDS Pumpkin Raw Organic	3	BULK	2013	4	2325.89	680	687
588	POTATOES Red Organic	2	PRODUCE	2011	5	2325.86	927	928
15660	NUT BUTTER Peanut Organic	3	BULK	2014	12	2325.83	493	512
13685	NUTS Pinenuts Organic	3	BULK	2010	11	2325.72	257	254
93	White Baguette	17	BAKEHOUSE	2013	12	2325.66	820	849
20125300000	Garlic Lovers Pasta	8	DELI	2011	8	2325.66	611	682
571	Pepper Bell Green Organic	2	PRODUCE	2016	3	2325.6	1319	1328
17516	COFFEE Breakfast Blend O./EE	3	BULK	2015	11	2325.29	300	317
252	Grapes Green	2	PRODUCE	2011	5	2325.26	589	574
1029	Water Gallon Bulk	1	PACKAGED GROCERY	2014	6	2325.18	1900	2079
80735670305	Uncured Pepper Bacon 12oz Lor	13	MEAT	2011	12	2324.97	408	544
549	ONIONS Red Organic	2	PRODUCE	2016	6	2324.64	1702	1708
20015600000	O.Mango Dried Unsweetened	3	BULK	2012	2	2324.29	491	692
106	APPLES Fuji Organic	2	PRODUCE	2014	2	2323.88	613	622
1583900821	Blue Corn Chips 16oz GarE	1	PACKAGED GROCERY	2010	6	2323.84	738	773
20123100000	Tuna & Peas Pasta Salad	8	DELI	2010	9	2323.57	593	620
20632000000	Chicken Legs	13	MEAT	2016	12	2323.41	287	334
1294451231	Multigrain Bread 26oz Wedge	17	BAKEHOUSE	2013	6	2323.35	699	766
1283	Eggs Bulk Dozen	4	REF GROCERY	2015	5	2323.32	689	729
108	APPLES Gala Organic	2	PRODUCE	2010	1	2323.31	915	921
739	Sweet Potato Organic	2	PRODUCE	2011	1	2322.92	814	809
13638	NUTS Cashews Whole Raw Organic	3	BULK	2014	8	2322.73	232	234
9396651225	Organic 2% Milk 64oz OV	4	REF GROCERY	2011	4	2322.33	548	594
1087	St.Paul Bagels	7	BREAD	2011	9	2322.33	556	585
771	O.River Root Micro Greens	2	PRODUCE	2013	5	2322.27	358	381
20060600000	Organic Medjool Dates	2	PRODUCE	2013	4	2322.2	345	363
9396651225	Organic 2% Milk 64oz OV	4	REF GROCERY	2012	1	2322.18	537	579
352	Beans Green Organic	2	PRODUCE	2015	6	2322.11	1057	1050
93	White Baguette	17	BAKEHOUSE	2010	11	2322.06	929	925
392	Kale Green Organic	2	PRODUCE	2016	7	2322.06	847	913
17509	COFFEE Midnight Sun/EE	3	BULK	2014	1	2321.87	317	329
20621300000	Boneless Quarter Ham	13	MEAT	2012	3	2321.65	165	168
114	APPLES Pinata Organic	2	PRODUCE	2016	3	2321.55	491	480
180	CITRUS Lime Organic	2	PRODUCE	2014	7	2321.54	1639	1650
508	Lettuce Red Leaf Organic	2	PRODUCE	2010	12	2321.38	753	751
79156727848	O.Arugula 4oz Harmony Valley	2	PRODUCE	2015	8	2321.28	760	831
740	Beets Loose Organic	2	PRODUCE	2010	7	2321.09	745	758
15660	NUT BUTTER Peanut Crunchy Org	3	BULK	2012	12	2320.8	329	340
101	APPLES Braeburn Organic	2	PRODUCE	2013	2	2320.78	940	969
3338390202	2# Bag O.Carrots	2	PRODUCE	2011	9	2320.64	875	896
508	Lettuce Red Leaf Organic	2	PRODUCE	2016	1	2320.38	618	617
20320400000	Garlic Basil Chicken	8	DELI	2014	7	2319.79	348	355
1029	Water Gallon Bulk	1	PACKAGED GROCERY	2011	9	2319.72	1792	2054
279	CITRUS Lemon	2	PRODUCE	2011	8	2319.54	1436	1450
550	Leeks Organic	2	PRODUCE	2012	4	2319.49	864	873
588	POTATOES Red Organic	2	PRODUCE	2015	11	2319.32	746	749
20681800000	King Salmon 	16	FISH&SEAFOOD	2012	11	2319.21	129	131
13500	NUTS Cashews DryRstd.Salted O.	3	BULK	2014	1	2319.15	234	237
186	ORANGES CaraCara Navel Organic	2	PRODUCE	2015	12	2319.11	516	514
360	Cabbage Red Organic	2	PRODUCE	2014	4	2319.02	861	861
15650	NUT BUTTER Peanut Crunchy	3	BULK	2012	1	2318.97	529	550
20500300000	Pasture Pride Sharp Cheddar	5	CHEESE	2011	11	2318.72	601	637
20568700000	Cello Shredded Parmesan	5	CHEESE	2014	12	2318.67	768	856
7835557000	Honey Greek Yogurt 24oz Gods	4	REF GROCERY	2012	6	2318.36	442	483
419	Peach Yellow Colorado	2	PRODUCE	2014	8	2318.33	644	647
72243060016	O.GingerberryKombucha 16oz GTs	4	REF GROCERY	2011	4	2318.3	564	717
279	CITRUS Lemon	2	PRODUCE	2011	10	2318.28	1443	1448
20637200000	Ground Turkey Breast	13	MEAT	2013	10	2318.17	315	359
3338320038	O.Strawberries 16oz pkg.	2	PRODUCE	2011	2	2317.86	268	309
530	Mushroom White Button Organic	2	PRODUCE	2015	2	2317.46	1070	1068
13508	NUTS Almonds Raw Tuano Organic	3	BULK	2013	10	2317.29	305	304
508	Lettuce Red Leaf Organic	2	PRODUCE	2013	3	2317.27	1079	1094
3022304229	O.Whole Romaine Hearts bagged	2	PRODUCE	2014	4	2317.25	725	768
7990000157	Wild Blueberries 15oz Wyman	6	FROZEN	2012	5	2317.25	459	575
729	TOMATOES Roma Organic	2	PRODUCE	2016	4	2317.12	1042	1058
72243011048	O.Trilogy Kombucha 48oz GTs	4	REF GROCERY	2017	1	2317.1	256	288
20672700000	Alaskan Cod	16	FISH&SEAFOOD	2011	7	2316.74	188	193
144	Pomegranate Organic	2	PRODUCE	2014	12	2316.36	796	871
303	PEARS Bosc Organic	2	PRODUCE	2015	11	2315.88	728	741
20587000000	Stuffed Grape Leaves	5	CHEESE	2016	7	2315.87	575	600
20683400000	Shrimp 16-20 Count	16	FISH&SEAFOOD	2015	12	2315.82	225	262
1029	Water Gallon Bulk	1	PACKAGED GROCERY	2013	5	2315.82	1776	1964
563	Peas Snap Organic	2	PRODUCE	2013	5	2315.7	693	682
15645	NUT BUTTER Peanut Creamy Org	3	BULK	2012	11	2315.58	322	331
13697	NUTS Walnut Pieces Raw	3	BULK	2010	1	2315.55	820	819
13638	NUTS Cashews Whole Raw Organic	3	BULK	2015	12	2315.18	204	204
20647900000	O.SkinlessBonelessChick.Breast	13	MEAT	2015	10	2315.09	170	185
13687	NUTS Mixed Roasted No Salt	3	BULK	2012	12	2315.05	304	304
18	Spinach Bunch Organic	2	PRODUCE	2013	2	2314.6	586	590
3619212239	O.Orange Mango Juice 32oz SC	1	PACKAGED GROCERY	2012	3	2314.38	635	747
748	Radish Greentop Organic	2	PRODUCE	2011	6	2314.37	849	885
75167512125	O.White 8 Tortillas 16oz Stac	4	REF GROCERY	2014	7	2314.2	538	563
75167512125	O.White 8 Tortillas 16oz Stac	4	REF GROCERY	2015	4	2314.2	540	576
81204900917	O.Blueberries 4.4oz pkg.	2	PRODUCE	2012	9	2314.2	432	544
13638	NUTS Cashews Whole Raw Organic	3	BULK	2011	1	2313.93	254	252
20295000000	The Works Burrito w/Chicken	8	DELI	2013	5	2313.69	289	315
73291313733	White Bath Tissue 12pk 7thG	1	PACKAGED GROCERY	2016	1	2313.65	293	321
20681800000	King Salmon 	16	FISH&SEAFOOD	2014	1	2313.23	131	137
13500	NUTS Cashews DryRstd.Salted O.	3	BULK	2013	10	2312.98	223	222
8011	WEDGE CLASS	15	MISC P/I	2010	2	2312.5	59	63
729	TOMATOES Roma Organic	2	PRODUCE	2013	10	2312.34	814	816
588	POTATOES Red Organic	2	PRODUCE	2011	12	2312.28	743	745
508	Lettuce Red Leaf Organic	2	PRODUCE	2010	1	2312.26	972	985
82890465899	O.Blueberries pint	2	PRODUCE	2014	6	2312.14	349	385
20635600000	Chicken Wings	13	MEAT	2012	2	2312.14	296	339
79183320002	Wheat Pita w/O.Flour 4ct Holy	4	REF GROCERY	2010	7	2312	721	794
72243011016	O.Trilogy Kombucha 16oz GTs	4	REF GROCERY	2015	1	2311.98	553	640
72243060016	O.GingerberryKombucha 16oz GTs	4	REF GROCERY	2013	5	2311.98	549	673
20672700000	Alaskan Cod	16	FISH&SEAFOOD	2013	8	2311.65	199	205
13690	NUTS Pistachios Rstd.Salt.Org.	3	BULK	2012	9	2311.6	329	335
20685600000	Trout Steelhead Fillet	16	FISH&SEAFOOD	2016	1	2311.55	217	229
20634600000	Boneless Chicken Thighs TrayPk	13	MEAT	2011	12	2311.35	306	453
20604100000	Grass-Fed Standing Rib Roast	13	MEAT	2013	12	2311.17	27	28
1029	Water Gallon Bulk	1	PACKAGED GROCERY	2011	12	2311.14	1872	2047
71575610001	Raspberries 6oz pkg	2	PRODUCE	2012	6	2311.12	620	686
20587000000	Stuffed Grape Leaves	5	CHEESE	2016	8	2310.96	516	546
20634600000	Boneless Chicken Thighs TrayPk	13	MEAT	2014	7	2310.85	313	425
17517	COFFEE French Roast/Peace	3	BULK	2015	1	2310.73	252	261
20652200000	90% Lean Ground Beef	13	MEAT	2010	10	2310.67	437	504
20680000000	Salmon Atlantic Fillet	16	FISH&SEAFOOD	2012	5	2310.42	166	170
826	TOMATOES Living Waters Hydro	2	PRODUCE	2014	12	2310.41	712	709
20635600000	Chicken Wings	13	MEAT	2012	8	2310.4	282	329
521	Parsley Italian Organic	2	PRODUCE	2011	11	2310.39	1070	1076
71575610001	Raspberries 6oz pkg	2	PRODUCE	2015	1	2310.38	598	653
138	Kiwi Organic	2	PRODUCE	2012	12	2310.33	1652	1754
79985765530	O.FT.Sugarplum Grape Tomato pk	2	PRODUCE	2015	6	2310.24	635	665
7835555000	Plain Greek Yogurt 24oz Gods	4	REF GROCERY	2014	6	2310.23	532	677
9396681120	Eggs O.Large dozen OV	4	REF GROCERY	2010	4	2310.21	555	578
75167512125	O.White 8 Tortillas 16oz Stac	4	REF GROCERY	2014	8	2310.21	534	566
182	ORANGES Juice/Valencia Org.	2	PRODUCE	2013	9	2309.84	1230	1250
301	PEARS Bartlett Green Org.	2	PRODUCE	2014	3	2309.7	767	768
76899003790	Ultimate Omega 180ct Nordic	10	SUPPLEMENTS	2011	6	2309.59	32	41
539	Mushroom Shiitake Organic	2	PRODUCE	2012	5	2309.43	743	716
303	PEARS Bosc Organic	2	PRODUCE	2010	11	2309.33	1045	1043
72243020048	O.Gingerade Kombucha 48oz GTs	4	REF GROCERY	2016	12	2309.11	263	288
13697	NUTS Walnut Pieces Raw	3	BULK	2010	2	2309.09	819	818
13508	NUTS Almonds Raw Tuano Organic	3	BULK	2015	10	2309.05	241	241
537	Mushroom Portabella Organic	2	PRODUCE	2014	5	2308.98	521	506
725	TOMATOES O.Cherry Local pkg	2	PRODUCE	2011	9	2308.8	637	653
3338390202	2# Bag O.Carrots	2	PRODUCE	2015	3	2308.63	821	856
3025	Raw Honey 47oz HA	1	PACKAGED GROCERY	2015	10	2308.5	143	146
279	CITRUS Lemon	2	PRODUCE	2010	9	2308.45	1450	1461
2428422211	O.Blueberries 10oz Sno	6	FROZEN	2013	10	2308.42	283	444
17550	COFFEE Driftless Morning/Kicka	3	BULK	2011	4	2307.9	254	259
3338390202	2# Bag O.Carrots	2	PRODUCE	2014	12	2307.69	845	887
17503	COFFEE French Roast O./EE	3	BULK	2015	4	2307.39	289	301
382	Fennel Bulb Organic	2	PRODUCE	2013	11	2307.14	455	460
16	Lettuce Green Leaf Organic	2	PRODUCE	2010	11	2306.86	828	860
1087	St.Paul Bagels	7	BREAD	2011	11	2306.77	557	580
15660	NUT BUTTER Peanut Organic	3	BULK	2015	7	2306.65	560	579
9396651062	O.Heavy Whip Cream pint OV	4	REF GROCERY	2012	12	2306.37	575	692
1294451231	Multigrain Bread 26oz Wedge	8	DELI	2015	8	2306.22	561	578
75167512125	O.White 8\ Tortillas 16oz Stac	4	REF GROCERY	2015	2	2306.22	530	568
75167512125	O.White 8 Tortillas 16oz Stac	4	REF GROCERY	2014	12	2306.22	526	559
20018500000	O.Raisins Thompson Organic	3	BULK	2013	11	2306.22	749	940
137	Mango Champagne O.	2	PRODUCE	2015	3	2306.16	780	893
20139800000	Garlic Lovers Pasta	8	DELI	2014	9	2305.66	723	799
20634600000	Boneless Chicken Thighs TrayPk	13	MEAT	2013	11	2305.07	267	346
748	Radish Greentop Organic	2	PRODUCE	2016	4	2305.06	637	651
16	Lettuce Green Organic	2	PRODUCE	2012	11	2304.58	773	790
826	TOMATOES Living Waters Hydro	2	PRODUCE	2012	1	2304.4	691	685
13692	NUTS Pistachios Raw Organic	3	BULK	2012	2	2304.3	290	290
20627000000	Pork Roast Shoulder Bone-In	13	MEAT	2014	8	2304.23	137	183
20568700000	Cello Shredded Parmesan	5	CHEESE	2014	10	2304.06	859	962
72243011048	O.Trilogy Kombucha 48oz GTs	4	REF GROCERY	2016	10	2304.06	274	293
279	CITRUS Lemon	2	PRODUCE	2010	11	2303.99	1442	1453
20161100000	Orchard Brie Turkey Baguette	8	DELI	2011	8	2303.93	423	448
20681800000	King Salmon 	16	FISH&SEAFOOD	2013	10	2303.89	127	136
20647900000	O.SkinlessBonelessChick.Breast	13	MEAT	2016	4	2302.94	191	216
7990000157	Wild Blueberries 15oz Wyman	6	FROZEN	2013	3	2302.88	491	580
13647	NUTS Mixed Deluxe Roasted	3	BULK	2011	8	2302.75	325	329
533	Mushroom Crimini Organic	2	PRODUCE	2016	6	2302.6	1067	1059
20687200000	Walleye Fillet	16	FISH&SEAFOOD	2010	7	2302.52	168	175
588	POTATOES Red Organic	2	PRODUCE	2012	6	2302.51	757	759
13647	NUTS Mixed Deluxe Roasted	3	BULK	2011	3	2302.27	340	340
3338390203	5# Bag O.Carrots	2	PRODUCE	2012	9	2302.14	354	365
13500	NUTS Cashews DryRstd.Salted O.	3	BULK	2014	10	2302.08	244	242
8023	DEPOSIT Cedar Summit Bottle	4	REF GROCERY	2012	8	2302	877	1011
549	ONIONS Red Organic	2	PRODUCE	2011	8	2301.93	1841	1858
105	APPLES Honcrisp/HaralsonHochO.	2	PRODUCE	2012	10	2301.86	481	492
81076600003	Eggs O.Jumbo Dozen Larrys	4	REF GROCERY	2010	4	2301.81	546	623
2250693451	O.Unref.Coconut Oil 14oz Spec	1	PACKAGED GROCERY	2015	2	2301.78	247	282
20158900000	Garden Fresh Focaccia Sandwich	8	DELI	2014	7	2301.78	555	575
383	GARLIC Non-Local Organic	2	PRODUCE	2014	4	2301.61	1544	1562
20505200000	Eichtens Plain String Cheese	5	CHEESE	2010	1	2301.6	583	653
15530	SWEETENER Maple Syrup B	3	BULK	2013	9	2301.33	270	279
13625	NUTS Cashew Pieces Raw Organic	3	BULK	2014	2	2300.57	266	269
74599890308	O.Panama X-DkChoc.Bar 3.5oz EE	1	PACKAGED GROCERY	2014	8	2300.5	489	647
2190853001	O.Raspberries 10oz CF	6	FROZEN	2014	5	2300.38	480	720
2250693451	O.Unref.Coconut Oil 14oz Spec	1	PACKAGED GROCERY	2011	2	2300.03	279	347
20320500000	Sage Rosemary Chicken	8	DELI	2013	10	2299.89	325	329
20295000000	The Works Burrito w/Chicken	8	DELI	2014	1	2299.71	291	328
1029	Water Gallon Bulk	1	PACKAGED GROCERY	2015	6	2299.44	1868	1986
2433521116	Yel.Tortilla Chips 16oz LB	1	PACKAGED GROCERY	2013	9	2299.38	689	741
3022304229	O.Whole Romaine Hearts bagged	2	PRODUCE	2014	5	2299.31	735	767
1878750501	O.WholeKernelCoconut Oil 14oz	1	PACKAGED GROCERY	2013	2	2298.98	192	220
166	Melon Galia Organic	2	PRODUCE	2014	7	2298.94	360	353
148	Figs BrownTurkey/Kadota pkg O.	2	PRODUCE	2012	9	2298.89	483	503
15660	NUT BUTTER Peanut Organic	3	BULK	2015	10	2298.77	514	530
588	POTATOES Red Organic	2	PRODUCE	2012	1	2298.41	736	741
900	DATES Medjool Organic	2	PRODUCE	2014	12	2298.36	379	373
20161100000	Orchard Brie Turkey Baguette	8	DELI	2012	5	2298.2	422	451
20568700000	Cello Shredded Parmesan	5	CHEESE	2014	8	2298.11	723	797
451	Asparagus	2	PRODUCE	2014	1	2297.96	401	399
20675000000	Halibut Fillet	16	FISH&SEAFOOD	2014	5	2297.79	99	104
20070500000	Tulips Minnesota-Grown	18	FLOWERS	2013	4	2297.7	203	218
20070500000	Tulips	18	FLOWERS	2015	3	2297.7	212	229
128	APPLES Ambrosia Organic	2	PRODUCE	2010	11	2297.59	923	937
734	TOMATOES Heirloom Pint O.	2	PRODUCE	2016	7	2297.46	325	335
611	Basil Fresh 	2	PRODUCE	2015	7	2297.32	1355	1348
13410	NUTS Almonds Tamari Organic	3	BULK	2014	5	2297.16	278	277
20637200000	Ground Turkey Breast	13	MEAT	2013	4	2297.07	306	344
129	APPLES Pink Lady Organic	2	PRODUCE	2011	9	2296.98	611	602
17509	COFFEE Midnight Sun/EE	3	BULK	2012	2	2296.88	264	279
20320500000	Sage Rosemary Chicken	8	DELI	2012	6	2296.62	336	336
78679109101	Uncured Thick Bacon 16oz Beel	13	MEAT	2016	1	2296.61	274	338
20632000000	Chicken Legs	13	MEAT	2014	11	2296.52	310	350
67076412363	O.Yellow Corn Chips 16oz WGM	1	PACKAGED GROCERY	2010	10	2296.42	596	654
9396600014	O.Whole Milk gallon OV	4	REF GROCERY	2015	1	2296.35	277	304
79183310011	Hummus Tahini 8oz HolyLand	4	REF GROCERY	2011	4	2296.32	733	768
20137700000	Tuna & Peas Pasta Salad	8	DELI	2015	9	2296.29	726	789
20242700000	Cashew Chicken Salad	8	DELI	2012	4	2296.08	294	294
13580	NUTS Pecan Halves Raw Organic	3	BULK	2014	1	2296	311	311
4361	BBOWL Burrito Bowl	8	DELI	2016	12	2296	313	319
13508	NUTS Almonds Raw Tuano Organic	3	BULK	2012	8	2295.43	333	328
17517	COFFEE French Roast/Peace	3	BULK	2014	7	2295.39	236	255
17538	COFFEE Driftless Dark/Kickapoo	3	BULK	2013	6	2295.33	240	246
72243020048	O.Gingerade Kombucha 48oz GTs	4	REF GROCERY	2016	10	2295.08	263	290
8056	BUS PASS $85.00	15	MISC P/I	2010	3	2295	22	22
8056	BUS PASS $85.00	15	MISC P/I	2011	4	2295	27	27
8056	BUS PASS $85.00	15	MISC P/I	2011	12	2295	25	23
8056	BUS PASS $85.00	15	MISC P/I	2012	2	2295	25	25
8056	BUS PASS $85.00	15	MISC P/I	2013	10	2295	27	27
771	O.River Root Micro Greens pkg	2	PRODUCE	2015	11	2294.82	358	374
383	GARLIC Non-Local O.	2	PRODUCE	2016	9	2294.79	2480	2537
4318200208	O.Coconut Milk 13.5oz NF	1	PACKAGED GROCERY	2015	1	2294.57	498	839
13508	NUTS Almonds Raw Tuano Organic	3	BULK	2015	9	2294.43	239	237
1460134200	Salted Butter 16oz Hope	4	REF GROCERY	2010	11	2294.41	420	476
7523900110	Coconut Water 33.8oz HarvBay	1	PACKAGED GROCERY	2013	8	2294.19	359	579
3338390203	5# Bag O.Carrots	2	PRODUCE	2014	7	2294.17	369	383
4260846001	O.Lemonade 32oz Lak	1	PACKAGED GROCERY	2010	7	2294.16	904	1127
1029	Water Gallon Bulk	1	PACKAGED GROCERY	2015	8	2293.98	1945	2062
20675000000	Halibut Fillet	16	FISH&SEAFOOD	2013	7	2293.8	124	124
20018500000	O.Raisins Thompson Organic	3	BULK	2012	10	2293.59	749	907
17511	COFFEE Guatemalan Dark/Peace	3	BULK	2014	12	2293.55	254	259
1460134200	Salted Butter 16oz Hope	4	REF GROCERY	2012	12	2293.41	397	456
20675000000	Halibut Fillet	16	FISH&SEAFOOD	2013	4	2293.38	134	137
20295000000	The Works Burrito 	8	DELI	2014	7	2293.13	257	278
89906200296	3# Bag O.Gala Apples	2	PRODUCE	2014	5	2293.13	276	287
3025	Raw Honey 47oz HA	1	PACKAGED GROCERY	2016	3	2293.11	145	149
13500	NUTS Cashews DryRstd.Salted O.	3	BULK	2014	7	2293.07	236	238
17511	COFFEE GuatemalanDark O./Peace	3	BULK	2016	9	2292.94	290	301
20695200000	Brown Sugar Smoked Salmon	16	FISH&SEAFOOD	2015	4	2292.88	305	357
7468210905	O.Unfilt.Apple Juice 96oz Knu	1	PACKAGED GROCERY	2011	11	2292.72	301	307
71375731861	Large Eggs 12ct LoLa	4	REF GROCERY	2016	4	2292.67	500	536
138	Kiwi Organic	2	PRODUCE	2012	1	2291.86	1773	1863
20099000000	Fresh Flower Bouquet	18	FLOWERS	2014	1	2291.68	213	231
358	Brussels Sprouts Organic	2	PRODUCE	2011	9	2291.43	395	392
9396651225	Organic 2% Milk 64oz OV	4	REF GROCERY	2013	12	2291.25	530	591
189	ORANGES Tangelo Minneola Org.	2	PRODUCE	2011	4	2291.18	968	979
727	TOMATOES Slicer Organic	2	PRODUCE	2016	5	2290.98	564	564
85667700401	O.Blueberries pint	2	PRODUCE	2015	6	2290.97	318	352
79985765520	O.FT.Red Cherry Tomatoes pkg	2	PRODUCE	2016	6	2290.41	425	458
510	Lettuce Romaine O.	2	PRODUCE	2016	7	2290.34	651	693
75167512122	O.WW 8 Tortillas 16oz Stacey	4	REF GROCERY	2014	5	2290.26	528	563
9492251241	Eggs O.Dozen Harmony	4	REF GROCERY	2010	6	2290.26	532	551
13697	NUTS Walnut Pieces Raw	3	BULK	2016	12	2290.16	635	637
13507	NUTS Almonds Whole	3	BULK	2012	3	2289.54	559	562
71575630009	O.Blueberries 6oz pkg.	2	PRODUCE	2016	4	2289.52	289	340
3022304224	O.Baby Spinach bagged	2	PRODUCE	2015	9	2289.44	573	646
13580	NUTS Pecan Halves Raw Organic	3	BULK	2011	4	2289.22	297	299
359	Cabbage Green Organic	2	PRODUCE	2013	7	2288.89	677	690
13500	NUTS Cashews DryRstd.Salted O.	3	BULK	2013	9	2287.98	212	214
20695100000	Plain Smoked Salmon	16	FISH&SEAFOOD	2016	6	2287.7	367	416
15660	NUT BUTTER Peanut Crunchy Org	3	BULK	2012	4	2287.68	323	328
20633200000	Chicken Thighs	13	MEAT	2013	5	2287.66	342	367
196	ORANGES Mandarin Page O.	2	PRODUCE	2013	12	2287.53	590	583
451	Asparagus	2	PRODUCE	2011	2	2287.29	610	611
15615	NUT BUTTER Peanut Creamy	3	BULK	2012	4	2287.09	584	610
13505	NUTS Almonds Organic	3	BULK	2014	2	2287.07	261	259
79921011111	O.EV Olive Oil 17oz Bion	1	PACKAGED GROCERY	2013	3	2286.83	225	247
1294451231	Multigrain Bread 26oz Wedge	17	BAKEHOUSE	2011	11	2286.8	716	758
243	Pineapple	2	PRODUCE	2013	8	2286.78	609	624
305	PEARS Abate Fetel Organic	2	PRODUCE	2012	4	2286.66	792	793
1460134200	Salted Butter 16oz Hope	4	REF GROCERY	2013	1	2286.57	459	525
17564	COFFEE Mind Body Soul/EE	3	BULK	2014	1	2286.41	257	261
3338390205	1# Bag O.Peeled Baby Carrots	2	PRODUCE	2012	4	2286.36	1001	1036
17509	COFFEE Midnight Sun O./EE	3	BULK	2015	7	2286.3	284	297
75167512125	O.White 8 Tortillas 16oz Stac	4	REF GROCERY	2013	7	2286.27	530	567
17509	COFFEE Midnight Sun O./EE	3	BULK	2017	1	2286.21	310	323
1029	Water Gallon Bulk	1	PACKAGED GROCERY	2011	8	2286.18	1852	2030
20631200000	Chicken Bone-In Breasts	13	MEAT	2010	10	2286.11	322	333
63888200200	O.Pumpkin 15oz FrmMkt	1	PACKAGED GROCERY	2013	11	2286	734	1433
1283	Eggs Bulk Dozen	4	REF GROCERY	2015	3	2285.76	611	650
20647900000	O.SkinlessBonelessChick.Breast	13	MEAT	2011	10	2285.66	190	225
13625	NUTS Cashew Pieces Raw Organic	3	BULK	2013	12	2285.38	221	222
13580	NUTS Pecan Halves Raw Organic	3	BULK	2015	5	2285.27	312	312
9396600014	O.Whole Milk gallon OV	4	REF GROCERY	2016	2	2285.14	260	282
182	ORANGES Juice/Valencia Organic	2	PRODUCE	2012	9	2285.08	1246	1265
533	Mushroom Crimini Organic	2	PRODUCE	2011	7	2284.93	1130	1123
279	CITRUS Lemon	2	PRODUCE	2012	10	2284.92	1408	1410
139	Mango Organic Tommy Atkins	2	PRODUCE	2016	5	2284.9	511	548
89906200295	3# Bag O.Bartlett Pears	2	PRODUCE	2012	4	2284.74	455	466
571	Pepper Bell Green Organic	2	PRODUCE	2016	4	2284.7	1395	1401
1029	Water Gallon Bulk	1	PACKAGED GROCERY	2014	7	2284.62	1894	2049
3260104100	1# Bag O.Baby Carrots	2	PRODUCE	2010	5	2284.52	1088	1135
20667900000	Ground Bison	13	MEAT	2015	12	2284.5	203	233
4420	WedgeTable Salad Bar Container	8	DELI	2016	11	2284.41	443	447
79183320002	Wheat Pita w/O.Flour 4ct Holy	4	REF GROCERY	2010	3	2284.38	822	873
383	GARLIC Non-Local Organic	2	PRODUCE	2015	8	2284.27	3210	3238
1283	Eggs Bulk Dozen	4	REF GROCERY	2014	9	2284.08	549	569
180	CITRUS Lime Organic	2	PRODUCE	2010	7	2283.94	1831	1841
529	MicroGreens RiverRoot Farm O.	2	PRODUCE	2012	5	2283.84	348	369
7523900110	Coconut Water 33.8oz HarvBay	1	PACKAGED GROCERY	2016	1	2283.48	409	700
20125300000	Garlic Lovers Pasta	8	DELI	2012	4	2283.37	723	797
9396633000	O.Salted Butter 16oz OV 	4	REF GROCERY	2014	12	2283.27	321	361
20123100000	Tuna & Peas Pasta Salad	8	DELI	2012	5	2283.04	690	727
7990000157	Wild Blueberries 15oz Wyman	6	FROZEN	2012	4	2283.03	523	671
588	POTATOES Red Organic	2	PRODUCE	2015	8	2282.74	713	720
147	Black Mission Fig Organic	2	PRODUCE	2014	10	2282.01	328	342
101	APPLES Braeburn Organic	2	PRODUCE	2016	8	2281.95	366	371
72243060016	O.GingerberryKombucha 16oz GTs	4	REF GROCERY	2015	3	2281.47	537	648
360	Cabbage Red Organic	2	PRODUCE	2010	3	2281.43	580	585
9649933450	O.Strawberries 8oz pkg.	2	PRODUCE	2011	12	2281.29	425	466
73291313735	Unbleach.Bath Tissue 12pk 7thG	1	PACKAGED GROCERY	2013	5	2281.26	322	380
20632000000	Chicken Legs	13	MEAT	2015	12	2280.83	302	316
13685	NUTS Pinenuts Organic	3	BULK	2012	5	2280.72	225	222
9396651225	Organic 2% Milk 64oz OV	4	REF GROCERY	2011	5	2280.61	617	686
110	APPLES Red Delicious Organic	2	PRODUCE	2014	5	2280.58	527	540
521	Parsley Italian Organic	2	PRODUCE	2013	11	2280.54	1032	1036
13685	NUTS Pinenuts Organic	3	BULK	2010	2	2280.34	274	274
129	APPLES Pink Lady Organic	2	PRODUCE	2011	11	2280.24	893	895
72243011048	O.Trilogy Kombucha 48oz GTs	4	REF GROCERY	2016	8	2280.22	254	277
4335	BURRITOS Chicken Works	8	DELI	2015	12	2280	265	275
20018500000	O.Raisins Thompson Organic	3	BULK	2013	12	2279.96	661	826
1029	Water Gallon Bulk	1	PACKAGED GROCERY	2013	7	2279.94	1743	2093
359	Cabbage Green Organic	2	PRODUCE	2014	1	2279.87	902	913
13507	NUTS Almonds Whole	3	BULK	2010	1	2279.74	653	656
13507	NUTS Almonds Whole	3	BULK	2012	7	2279.36	574	575
20620200000	Bacon Thick-Sliced	13	MEAT	2010	5	2279.3	543	548
13507	NUTS Almonds Whole	3	BULK	2012	11	2279.27	506	506
20637200000	Ground Turkey Breast	13	MEAT	2015	5	2279.24	295	339
