s	Product	Department	Dept_Name	Year	Month	Sales	Transactions	Items
71575610001	Raspberries 6oz pkg.	2	PRODUCE	2011	5	2375.53	469	511
13580	NUTS Pecan Halves Raw Organic	3	BULK	2010	11	2375.47	334	330
549	ONIONS Red Organic	2	PRODUCE	2016	10	2375.35	1638	1665
608	Lettuce/Greens Hydroponic	2	PRODUCE	2011	5	2375.27	719	821
303	PEARS Bosc Organic	2	PRODUCE	2010	12	2375.27	1069	1089
13342102786	Saint Rocco Mini Brie 8oz Reny	5	CHEESE	2011	12	2375.24	456	476
20573400000	Parmigiano Reggiano Cheese	5	CHEESE	2011	8	2375.01	460	477
735	Yams Organic	2	PRODUCE	2011	7	2374.88	974	986
13507	NUTS Almonds Whole	3	BULK	2014	10	2374.87	382	383
20162100000	Turkey Focaccia w/Pesto Mayo	8	DELI	2010	8	2374.42	558	610
67076412363	O.Yel.Tortilla Chips 16oz WGM	1	PACKAGED GROCERY	2014	11	2374.05	538	589
9396651225	Organic 2% Milk 64oz OV	4	REF GROCERY	2012	9	2373.87	601	650
595	POTATOES Yellow/Yukon/White O.	2	PRODUCE	2012	7	2373.78	769	772
20633200000	Chicken Thighs	13	MEAT	2015	12	2373.09	359	370
13507	NUTS Almonds Whole	3	BULK	2011	4	2373.06	573	572
7234001158	Unsalted Butter 16oz Sch	4	REF GROCERY	2014	12	2373.03	454	508
1460134200	Salted Butter 16oz Hope	4	REF GROCERY	2013	10	2373.03	472	516
72243011016	O.Trilogy Kombucha 16oz GTs	4	REF GROCERY	2014	12	2373	555	670
20621300000	Boneless Quarter Ham	13	MEAT	2012	2	2372.82	174	173
17	Lettuce Romaine Organic	2	PRODUCE	2014	7	2372.76	851	911
3338390202	2# Bag O.Carrots	2	PRODUCE	2011	8	2372.76	891	913
253	Grapes Red	2	PRODUCE	2013	4	2372.76	372	357
15605	NUT BUTTER Almond Crunchy	3	BULK	2012	9	2372.58	329	337
93	White Baguette	17	BAKEHOUSE	2010	1	2372.44	900	893
1029	Water Gallon Bulk	1	PACKAGED GROCERY	2011	2	2372.37	1834	1978
359	Cabbage Green Organic	2	PRODUCE	2016	5	2372.26	554	551
85068710005	Everyday Olive Oil 16.9oz CaO	1	PACKAGED GROCERY	2015	11	2372.11	274	289
20123100000	Tuna & Peas Pasta Salad	8	DELI	2012	8	2372.09	656	710
20627000000	Pork Roast Shoulder Bone-In	13	MEAT	2014	9	2372.06	166	203
13508	NUTS Almonds Raw Tuano Organic	3	BULK	2012	10	2371.98	322	323
17566	COFFEE Twin Cities Blend/Peace	3	BULK	2015	4	2371.44	239	251
15457	TRAIL MIX High Antioxidant Org	3	BULK	2015	3	2371.24	258	260
359	Cabbage Green Organic	2	PRODUCE	2015	3	2371.06	1015	1002
195	ORANGES Mandarin Clem./Alg.O.	2	PRODUCE	2017	1	2371.06	851	866
15627	SWEETENER Honey Raw/Ames Farm	3	BULK	2010	2	2370.85	445	458
20651700000	85% LeanGroundBeef 50cents Off	13	MEAT	2012	11	2370.83	230	271
9396651015	O.Whole Milk 64oz OV	4	REF GROCERY	2015	1	2370.6	477	533
20015600000	O.Mango Dried Unsweetened	3	BULK	2012	1	2370.46	475	761
20685400000	Tilapia	16	FISH&SEAFOOD	2011	9	2370.29	325	338
82421352890	Nat.Northern Raspberries pkg	2	PRODUCE	2013	7	2370.25	412	472
8102	College Possible Donation	15	MISC P/I	2016	5	2370.17	6076	6197
20060600000	Organic Medjool Dates	2	PRODUCE	2014	1	2370.12	265	303
352	Beans Green Organic	2	PRODUCE	2016	7	2370.12	931	930
20500300000	Pasture Pride Sharp Cheddar	5	CHEESE	2013	7	2370.04	544	567
8023	DEPOSIT Cedar Summit Bottle	4	REF GROCERY	2013	9	2370	936	1085
13507	NUTS Almonds Whole	3	BULK	2012	8	2369.87	609	613
319	Peach Yellow WA Organic	2	PRODUCE	2014	10	2369.79	372	373
3022304224	O.Baby Spinach bagged	2	PRODUCE	2013	5	2369.71	604	674
67076412363	O.Yel.Tortilla Chips 16oz WGM	1	PACKAGED GROCERY	2013	5	2369.71	608	668
3022304224	O.Baby Spinach bagged	2	PRODUCE	2016	3	2369.71	599	672
539	Mushroom Shiitake Organic	2	PRODUCE	2010	3	2369.34	856	836
16	Lettuce Green Leaf Organic	2	PRODUCE	2010	12	2369.28	792	815
1283	Eggs O.Bulk Dozen	4	REF GROCERY	2012	11	2369.28	531	543
9396600014	O.Whole Milk gallon OV	4	REF GROCERY	2014	9	2369.25	298	320
124	APPLES Regent BreezyHill O.	2	PRODUCE	2012	10	2369.06	632	654
549	ONIONS Red Organic	2	PRODUCE	2011	2	2368.72	1844	1863
20651800000	85% Lean Ground Beef	13	MEAT	2015	6	2368.36	291	401
588	POTATOES Red Local Organic	2	PRODUCE	2010	10	2368.27	873	877
3338301241	3# Bag O.Braeburn Apples	2	PRODUCE	2010	3	2368.17	515	558
3338390102	5# Bag O.Russet Potatoes	2	PRODUCE	2011	12	2368.11	386	408
352	Beans Green Organic	2	PRODUCE	2016	5	2367.93	896	890
4420	Salad Bar Container	8	DELI	2016	6	2367.93	452	465
17503	COFFEE French Roast O./EE	3	BULK	2017	1	2367.68	252	271
89954100230	APPLES 3# Honeycrisp Hoch O.	2	PRODUCE	2013	9	2367.63	225	238
20070500000	Tulips	18	FLOWERS	2012	3	2367.63	210	234
15660	NUT BUTTER Peanut Crunchy Org	3	BULK	2012	7	2367.6	314	327
279	CITRUS Lemon	2	PRODUCE	2013	11	2367.56	1517	1521
549	ONIONS Red Organic	2	PRODUCE	2011	11	2367.41	2114	2146
306	PEARS dAnjou Green Organic	2	PRODUCE	2010	6	2367.38	1137	1138
1029	Water Gallon Bulk	1	PACKAGED GROCERY	2012	11	2367.3	1819	2008
1460161400	Unsalted Butter 16oz Hope	4	REF GROCERY	2010	12	2367.02	465	570
20669300000	Ferndale Turkey Whole Thawed	13	MEAT	2014	11	2366.83	92	97
61046210121	4# Bag O.Valencia Oranges	2	PRODUCE	2014	1	2366.61	389	397
731	TOMATOES Slicer Perf.Circle O.	2	PRODUCE	2013	7	2366.55	571	572
7835557000	Honey Greek Yogurt 24oz Gods	4	REF GROCERY	2013	10	2366.26	441	492
130	AVOCADO Hass Big Organic	2	PRODUCE	2013	4	2365.86	703	803
76899002764	Omega-3 Liquid 16oz Nordic	10	SUPPLEMENTS	2011	11	2365.3	51	69
72347500014	Bayfield Apple Cider 64oz	2	PRODUCE	2011	9	2365.26	453	469
85068710005	Everyday Olive Oil 16.9oz CaO	1	PACKAGED GROCERY	2015	6	2364.49	195	201
306	PEARS dAnjou Green Organic	2	PRODUCE	2017	1	2364.38	896	906
588	POTATOES Red/Desiree Organic	2	PRODUCE	2011	10	2364.33	793	799
89954100250	O.Haralson Cider 50oz Hoch	2	PRODUCE	2012	11	2364.3	343	371
4260847021	O.Pom.Blueberry Juice 32oz Lak	1	PACKAGED GROCERY	2010	5	2363.87	674	820
139	Mango Organic	2	PRODUCE	2015	1	2363.79	531	583
20634600000	Boneless Chicken Thighs TrayPk	13	MEAT	2016	10	2363.46	254	369
3619212239	O.Orange Mango Juice 32oz SC	1	PACKAGED GROCERY	2010	3	2363.13	738	845
379	Ginger Root Organic	2	PRODUCE	2011	5	2363.11	1852	1858
508	Lettuce Red Leaf Organic	2	PRODUCE	2014	11	2363.11	679	688
352	Beans Green Organic	2	PRODUCE	2013	1	2362.89	1242	1231
20634600000	Boneless Chicken Thighs TrayPk	13	MEAT	2014	8	2362.72	288	384
9396600014	O.Whole Milk gallon OV	4	REF GROCERY	2014	3	2362.62	314	338
20621300000	Boneless Quarter Ham	13	MEAT	2013	10	2362.6	181	181
20685400000	Tilapia	16	FISH&SEAFOOD	2016	12	2362.42	246	263
20695100000	Plain Smoked Salmon	16	FISH&SEAFOOD	2016	11	2362.39	353	405
15530	SWEETENER Maple Syrup B	3	BULK	2014	2	2361.74	272	286
1087	St.Paul Bagels	7	BREAD	2010	10	2361.23	573	586
20681400000	Copper River Sockeye Salmon	16	FISH&SEAFOOD	2016	6	2361.22	110	114
20667900000	Ground Bison	13	MEAT	2016	3	2361.13	195	238
746	3# Bag O.Carrots Driftless	2	PRODUCE	2014	10	2360.7	440	429
20603500000	Grass-Fed NY Strip Steak 	13	MEAT	2013	5	2360.63	174	213
13508	NUTS Almonds Raw Organic	3	BULK	2010	5	2360.61	380	373
71575620011	O.Strawberries 16oz pkg	2	PRODUCE	2016	9	2360.55	487	512
13505	NUTS Almonds Biodynamic	3	BULK	2010	9	2360.38	333	332
549	ONIONS Red Organic	2	PRODUCE	2012	10	2360.27	2240	2267
9396633000	O.Salted Butter 16oz OV 	4	REF GROCERY	2011	10	2360.06	364	391
8023	DEPOSIT Cedar Summit Bottle	4	REF GROCERY	2013	2	2360	908	1015
72243011016	O.Trilogy Kombucha 16oz GTs	4	REF GROCERY	2013	9	2359.44	560	678
1460161400	Unsalted Butter 16oz Hope	4	REF GROCERY	2013	12	2359.26	412	479
13690	NUTS Pistachios Rstd.Salt.Org.	3	BULK	2012	2	2359.09	350	355
530	Mushroom White Button Organic	2	PRODUCE	2015	11	2359.06	1027	1031
186	ORANGES CaraCara Navel Organic	2	PRODUCE	2012	3	2359	1059	1064
521	Parsley Italian Organic	2	PRODUCE	2015	1	2358.52	1139	1140
4420	WedgeTable Salad Bar Container	8	DELI	2016	10	2358.14	491	494
451	Asparagus	2	PRODUCE	2015	1	2358.11	464	456
75167512125	O.White 8 Tortillas 16oz Stac	4	REF GROCERY	2014	5	2358.09	564	581
9396651225	Organic 2% Milk 64oz OV	4	REF GROCERY	2013	10	2358.05	541	590
3022304229	O.Whole Romaine Hearts bagged	2	PRODUCE	2013	10	2358.04	682	732
1294432273	Whole Wheat Bread 26oz Wedge	17	BAKEHOUSE	2011	6	2357.95	741	785
20602700000	Grass-Fed Flank Steak	13	MEAT	2012	3	2357.77	172	186
186	ORANGES CaraCara Navel Organic	2	PRODUCE	2013	2	2357.58	653	642
390	Collard Greens Organic	2	PRODUCE	2011	12	2357.55	804	891
1029	Water Gallon Bulk	1	PACKAGED GROCERY	2013	3	2357.55	1777	1925
20632000000	Chicken Legs	13	MEAT	2015	1	2357.42	284	315
71375731861	Large Eggs 12ct LoLa	4	REF GROCERY	2013	11	2357.34	539	602
71575610004	O.Raspberries 6oz Driscoll	2	PRODUCE	2015	12	2357.25	332	374
106	APPLES Fuji Organic	2	PRODUCE	2011	11	2357.23	661	664
1460134200	Salted Butter 16oz Hope	4	REF GROCERY	2010	9	2357.22	450	491
374	Corn Organic	2	PRODUCE	2013	6	2356.68	759	955
729	TOMATOES Roma Organic	2	PRODUCE	2013	5	2356.36	1174	1181
20060600000	Organic Medjool Dates	2	PRODUCE	2013	3	2356.2	336	358
510	Lettuce Romaine O.	2	PRODUCE	2016	8	2356.12	706	747
305	PEARS Abate Fetel Organic	2	PRODUCE	2014	4	2355.87	714	708
89906200250	O.Blueberries pint	2	PRODUCE	2016	5	2355.87	329	361
521	Parsley Italian Organic	2	PRODUCE	2014	11	2355.64	1160	1173
771	O.River Root Micro Greens pkg	2	PRODUCE	2015	10	2355.21	355	376
20637200000	Ground Turkey Breast	13	MEAT	2012	4	2355.1	351	378
1294451231	Multigrain Bread 26oz Wedge	17	BAKEHOUSE	2012	2	2354.94	745	783
20604300000	Grass-Fed Ribeye Steak	13	MEAT	2010	9	2354.8	174	200
20681800000	King Salmon 	16	FISH&SEAFOOD	2012	5	2354.8	125	131
3025	Raw Honey 47oz HA	1	PACKAGED GROCERY	2016	1	2354.67	152	148
351	Asparagus Organic	2	PRODUCE	2013	2	2354.53	247	238
20633200000	Chicken Thighs	13	MEAT	2014	8	2354.4	363	386
390	Collard Greens Organic	2	PRODUCE	2011	3	2354.17	919	979
7108	Eggs O.Amish Dozen	4	REF GROCERY	2013	5	2354.1	538	557
279	CITRUS Lemon	2	PRODUCE	2012	8	2354.1	1503	1518
60595610016	O.Maple Syrup Grade A 16oz WC	1	PACKAGED GROCERY	2012	6	2353.86	208	223
17509	COFFEE Midnight Sun/EE	3	BULK	2015	1	2353.81	269	289
512	Fresh Herbs Packaged Organic	2	PRODUCE	2013	2	2353.75	723	783
2250613720	O.Refined Canola Oil 32oz Spec	1	PACKAGED GROCERY	2013	11	2353.71	210	231
20653000000	Chuck Roast	13	MEAT	2012	2	2353.56	205	225
20627000000	Pork Roast Shoulder Bone-In	13	MEAT	2015	10	2353.5	167	193
20667900000	Ground Bison	13	MEAT	2015	6	2353.18	208	226
508	Lettuce Red Leaf Organic	2	PRODUCE	2012	11	2353.02	791	803
20161100000	Orchard Brie Turkey Baguette	8	DELI	2012	6	2352.93	430	467
16	Lettuce Green Organic	2	PRODUCE	2013	4	2351.76	957	962
20500300000	Pasture Pride Sharp Cheddar	5	CHEESE	2016	1	2351.66	634	694
508	Lettuce Red Leaf Organic	2	PRODUCE	2011	8	2351.53	1103	1135
563	Peas Snap Organic	2	PRODUCE	2012	3	2351.46	698	686
303	PEARS Bosc Organic	2	PRODUCE	2012	12	2351.32	896	897
13500	NUTS Cashews DryRstd.Salted O.	3	BULK	2014	12	2351.27	242	244
20750600000	Sol Mate Socks Item	9	GEN MERCH	2013	12	2350.99	102	149
20637200000	Ground Turkey Breast	13	MEAT	2013	9	2350.93	323	361
3338301241	3# Bag O.Braeburn Apples	2	PRODUCE	2010	12	2350.92	504	543
15457	TRAIL MIX High Antioxidant O.	3	BULK	2012	3	2350.84	379	380
81076600002	O.Extra-Large Eggs 12ct Larry	4	REF GROCERY	2016	8	2350.59	472	537
93	White Baguette	17	BAKEHOUSE	2012	5	2350.56	847	847
20637200000	Ground Turkey Breast	13	MEAT	2013	8	2350.4	317	361
75167512125	O.White 8 Tortillas 16oz Stac	4	REF GROCERY	2014	9	2350.11	552	576
72243060016	O.GingerberryKombucha 16oz GTs	4	REF GROCERY	2016	7	2349.86	667	809
20158200000	Greek Salad/Balsam.Vinaigrette	8	DELI	2016	5	2349.39	491	534
743	Carrots Greentop/Rainbow Org.	2	PRODUCE	2012	1	2349.18	771	773
1029	Water Gallon Bulk	1	PACKAGED GROCERY	2014	4	2348.97	1842	2088
530	Mushroom White Button Organic	2	PRODUCE	2014	4	2348.93	1361	1363
13638	NUTS Cashews Whole Raw Organic	3	BULK	2011	4	2348.89	276	277
3022304229	O.Whole Romaine Hearts 3ct Tay	2	PRODUCE	2015	12	2348.77	612	666
20600400000	Grass Fed Ground Beef	13	MEAT	2016	3	2348.75	280	318
9396600014	O.Whole Milk gallon OV	4	REF GROCERY	2014	1	2348.64	320	336
595	POTATOES Yellow/Butterball O.	2	PRODUCE	2016	9	2348.64	788	800
71575610004	O.Raspberries 6oz Driscoll	2	PRODUCE	2016	4	2348.4	295	337
15214	SNACK Chocolate Almonds Dark	3	BULK	2014	6	2348.35	416	422
1294451231	Multigrain Bread 26oz Wedge	17	BAKEHOUSE	2014	7	2348.27	703	748
20606900000	Grass-Fed Top Sirloin Steak 	13	MEAT	2016	9	2348.19	174	191
20655500000	Sirloin Tip Steak	13	MEAT	2014	11	2348.18	288	357
828	TOMATOES Heirloom TomatoKing	2	PRODUCE	2013	10	2348.17	531	526
211	APPLES Honeycrisp (Part/Whstl)	2	PRODUCE	2015	10	2348.11	497	506
20652200000	90% Lean Ground Beef	13	MEAT	2010	8	2347.87	465	531
591	POTATOES Russet Organic	2	PRODUCE	2014	6	2347.49	663	672
1878750503	O.WholeKernel CoconutOil 30oz	1	PACKAGED GROCERY	2016	5	2347.17	149	173
2250693451	O.Unref.Coconut Oil 14oz Spec	1	PACKAGED GROCERY	2014	6	2347.1	259	281
20627000000	Pork Roast Boston Butt Bone-In	13	MEAT	2013	9	2347.06	195	234
3260104200	2# Bag O.Carrots	2	PRODUCE	2010	4	2346.98	959	982
20681800000	King Salmon 	16	FISH&SEAFOOD	2011	11	2346.95	127	136
13507	NUTS Almonds Whole	3	BULK	2016	4	2346.66	359	362
13697	NUTS Walnut Pieces Raw	3	BULK	2011	2	2346.64	774	773
748	Radish Greentop Organic	2	PRODUCE	2013	7	2346.39	751	784
382	Fennel Bulb Organic	2	PRODUCE	2012	4	2346.38	542	533
1460134200	Salted Butter 16oz Hope	4	REF GROCERY	2015	11	2346.32	302	367
394	Kale Red Organic	2	PRODUCE	2013	1	2346.32	891	888
359	Cabbage Green Organic	2	PRODUCE	2010	3	2346.29	866	878
67076412363	O.Yellow Corn Chips 16oz WGM	1	PACKAGED GROCERY	2010	7	2346	616	684
7487316321	O.Black Beans 15oz WB	1	PACKAGED GROCERY	2013	12	2345.74	765	1373
20685400000	Tilapia	16	FISH&SEAFOOD	2012	12	2345.71	283	292
512	Fresh Herbs Packaged Organic	2	PRODUCE	2013	1	2345.68	740	783
20695200000	Brown Sugar Smoked Salmon	16	FISH&SEAFOOD	2015	3	2345.59	311	349
76899003790	Ultimate Omega 180ct Nordic	10	SUPPLEMENTS	2016	10	2345.54	35	46
81675400001	4# Bag O.Valencia Oranges	2	PRODUCE	2011	12	2345.3	408	463
82202300003	O.Whole Milk Glass 64oz CedSum	4	REF GROCERY	2013	1	2345.3	366	417
67076412363	O.Yellow Corn Chips 16oz WGM	1	PACKAGED GROCERY	2011	12	2345.28	607	664
20633200000	Chicken Thighs	13	MEAT	2014	10	2345	377	388
4157005670	Orig.Unswt.Alm.Breeze 64oz BD	4	REF GROCERY	2014	3	2344.9	518	608
721	Squash Zucchini Green Organic	2	PRODUCE	2016	12	2344.7	1377	1398
20621300000	Boneless Quarter Ham	13	MEAT	2013	11	2344.7	169	173
550	Leeks Organic	2	PRODUCE	2013	10	2344.62	803	821
4157005670	Orig.Unswt.Alm.Breeze 64oz BD	4	REF GROCERY	2014	6	2344.46	545	627
771	O.River Root Micro Greens pkg	2	PRODUCE	2015	6	2344.23	387	395
13638	NUTS Cashews Whole Raw Organic	3	BULK	2015	3	2343.95	225	228
109	APPLES Granny Smith Organic	2	PRODUCE	2013	2	2343.92	684	698
1029	Water Gallon Bulk	1	PACKAGED GROCERY	2012	8	2343.9	1870	2108
1029	Water Gallon Bulk	1	PACKAGED GROCERY	2015	4	2343.9	1849	1988
1029	Water Gallon Bulk	1	PACKAGED GROCERY	2015	7	2343.9	1921	2032
15457	TRAIL MIX High Antioxidant Org	3	BULK	2013	9	2343.89	280	281
139	Mango Organic	2	PRODUCE	2011	8	2343.86	852	956
443	Strawberries Silkey Local 16oz	2	PRODUCE	2013	6	2343.78	471	498
13638	NUTS Cashews Whole Raw Organic	3	BULK	2014	3	2343.46	220	218
109	APPLES Granny Smith Organic	2	PRODUCE	2012	12	2343.33	744	751
9396613000	O.Unsalted Butter 16oz OV 	4	REF GROCERY	2016	6	2343.28	316	367
93	White Baguette	17	BAKEHOUSE	2012	6	2343.09	864	866
15530	SWEETENER Maple Syrup B	3	BULK	2014	10	2343.04	254	261
20158900000	Garden Fresh Focaccia Sandwich	8	DELI	2016	11	2343.02	555	626
20015600000	O.Mango Dried Unsweetened	3	BULK	2014	12	2342.72	403	647
530	Mushroom White Button Organic	2	PRODUCE	2016	1	2342.58	1100	1097
8102	NeighbrhdsOrganizingForChange	15	MISC P/I	2015	7	2342.46	5292	5402
82202300003	O.Whole Milk Glass 64oz CedSum	4	REF GROCERY	2012	10	2342.31	373	443
301	PEARS Bartlett Grn/Packham O.	2	PRODUCE	2014	5	2342.2	848	847
549	ONIONS Red Organic	2	PRODUCE	2010	10	2342.17	1997	2019
748	Radish Greentop Organic	2	PRODUCE	2016	1	2342.13	514	526
20681000000	Sockeye Salmon	16	FISH&SEAFOOD	2012	10	2342.01	187	203
20634600000	Boneless Chicken Thighs TrayPk	13	MEAT	2012	2	2342.01	323	435
20157400000	Kale Salad w/Blood Orange Vin.	8	DELI	2017	1	2341.95	477	519
20621300000	Boneless Quarter Ham	13	MEAT	2014	10	2341.86	196	197
1087	St.Paul Bagels	7	BREAD	2012	8	2341.78	559	580
16	Lettuce Green Organic	2	PRODUCE	2013	1	2341.67	763	777
3338300033	3# Bag O.Fuji Apples	2	PRODUCE	2010	7	2341.53	352	373
508	Lettuce Red Leaf Organic	2	PRODUCE	2010	7	2341.51	964	978
20652200000	90% Lean Ground Beef	13	MEAT	2011	3	2341.3	453	513
374	Corn Organic	2	PRODUCE	2015	9	2341.26	790	819
20687200000	Walleye Fillet	16	FISH&SEAFOOD	2012	6	2341.1	174	177
331	Plum Organic	2	PRODUCE	2010	4	2340.86	1137	1156
451	Asparagus	2	PRODUCE	2010	8	2340.82	612	615
13508	NUTS Almonds Raw Tuano Organic	3	BULK	2013	1	2340.66	321	322
3338301233	3# Bag O.Fuji Apples	2	PRODUCE	2014	3	2340.6	314	320
63855001170	O.Blueberries 6oz pkg.	2	PRODUCE	2013	4	2340.31	408	455
20139800000	Garlic Lovers Pasta	8	DELI	2015	12	2340.05	700	775
182	ORANGES Juice/Valencia Org.	2	PRODUCE	2015	9	2339.63	918	939
2433521116	Yel.Tortilla Chips 16oz LB	1	PACKAGED GROCERY	2015	6	2339.43	605	652
372	Chard Rainbow Organic	2	PRODUCE	2011	4	2339.38	945	1006
744	3#Bag O.Carrots Drift./Ridge.	2	PRODUCE	2014	2	2339.16	411	401
13500	NUTS Dry Rstd Salt Cashews Org	3	BULK	2013	4	2338.83	227	225
4256360046	Bath Tissue Dbl.Roll 12ct FiD	1	PACKAGED GROCERY	2015	4	2338.75	283	309
539	Mushroom Shiitake Organic	2	PRODUCE	2013	2	2338.61	738	715
13500	NUTS Cashews DryRstd.Salted O.	3	BULK	2016	4	2338.5	223	226
105	APPLES Honeycrisp Hoch Organic	2	PRODUCE	2010	9	2338.43	403	399
3022304224	O.Baby Spinach bagged	2	PRODUCE	2013	11	2338.3	580	667
3022304224	O.Baby Spinach bagged	2	PRODUCE	2012	7	2338.3	586	666
20637200000	Ground Turkey Breast	13	MEAT	2015	1	2338.15	319	353
93	White Baguette	17	BAKEHOUSE	2010	2	2338.09	836	829
20500300000	Pasture Pride Sharp Cheddar	5	CHEESE	2013	10	2338.06	553	576
20634600000	Boneless Chicken Thighs TrayPk	13	MEAT	2013	6	2337.81	269	386
557	SCALLIONS Green Onions Organic	2	PRODUCE	2012	6	2337.74	1133	1172
82202300003	O.Whole Milk Glass 64oz CedSum	4	REF GROCERY	2012	4	2337.52	362	437
740	Beets Loose Organic	2	PRODUCE	2015	7	2337.51	832	853
20639700000	Whole Kadejan Turkey	13	MEAT	2013	11	2337.19	62	63
20681400000	Copper River Sockeye Salmon	16	FISH&SEAFOOD	2011	8	2337.12	166	172
13505	NUTS Almonds Organic	3	BULK	2016	10	2336.91	139	139
20672700000	Alaskan Cod	16	FISH&SEAFOOD	2015	9	2335.9	192	196
492	Kale Green -- GoE	2	PRODUCE	2014	7	2335.78	924	960
72243011016	O.Trilogy Kombucha 16oz GTs	4	REF GROCERY	2013	10	2335.71	598	665
13500	NUTS Cashews DryRstd.Salted O.	3	BULK	2014	6	2335.61	252	250
20632000000	Chicken Legs	13	MEAT	2012	7	2335.57	386	440
508	Lettuce Red Leaf Organic	2	PRODUCE	2011	9	2334.98	935	945
20568700000	Cello Shredded Parmesan	5	CHEESE	2013	12	2334.82	798	903
9396633000	O.Salted Butter 16oz OV 	4	REF GROCERY	2010	4	2334.81	424	514
17538	COFFEE Driftless Dark O./Kicka	3	BULK	2016	8	2334.69	234	246
9396600014	O.Whole Milk gallon OV	4	REF GROCERY	2014	4	2334.66	304	330
20295000000	The Works Burrito w/Chicken	8	DELI	2012	10	2334.66	288	333
539	Mushroom Shiitake Organic	2	PRODUCE	2010	9	2334.41	705	691
352	Beans Green Organic	2	PRODUCE	2011	8	2334.29	860	850
13697	NUTS Walnut Pieces Raw	3	BULK	2011	4	2334.19	698	699
1087	St.Paul Bagels	7	BREAD	2010	5	2334	562	587
20672700000	Alaskan Cod	16	FISH&SEAFOOD	2010	3	2333.88	225	234
591	POTATOES Russet Organic	2	PRODUCE	2015	5	2333.86	626	628
1029	Water Gallon Bulk	1	PACKAGED GROCERY	2010	12	2333.37	1798	1988
78679109101	Uncured Thick Bacon 16oz Beel	13	MEAT	2014	1	2333.08	256	289
65801011415	O.Raw Protein 22oz GoL	10	SUPPLEMENTS	2012	2	2333.02	50	58
549	ONIONS Red Organic	2	PRODUCE	2014	12	2332.82	2049	2076
123	APPLES Breezy Hill O.	2	PRODUCE	2015	10	2332.82	492	519
82202300003	O.Whole Milk Glass 64oz CedSum	4	REF GROCERY	2012	3	2332.73	348	434
588	POTATOES Red Organic	2	PRODUCE	2010	6	2332.7	742	747
15530	SWEETENER Maple Syrup B	3	BULK	2011	9	2332.57	306	319
20647900000	O.SkinlessBonelessChick.Breast	13	MEAT	2011	6	2332.43	196	210
20634600000	Boneless Chicken Thighs TrayPk	13	MEAT	2014	9	2332.36	290	376
72243011016	O.Trilogy Kombucha 16oz GTs	4	REF GROCERY	2014	4	2332.32	541	669
72243060016	O.GingerberryKombucha 16oz GTs	4	REF GROCERY	2015	5	2332.32	563	678
8102	Raptor Center Donation	15	MISC P/I	2016	9	2332.22	5242	5390
17	Lettuce Romaine Red/Green Org	2	PRODUCE	2013	5	2332.2	702	739
17517	COFFEE French Roast O./Peace	3	BULK	2016	12	2331.83	254	268
549	ONIONS Red Organic	2	PRODUCE	2016	5	2331.8	1686	1707
13625	NUTS Cashew Pieces Raw Organic	3	BULK	2013	7	2331.57	311	308
71279720059	Grapefruit Juice 1.75L IndianR	4	REF GROCERY	2011	1	2331.46	526	590
750	Carrots Bulk Organic	2	PRODUCE	2016	9	2331.24	1331	1333
20015600000	O.Mango Dried Unsweetened	3	BULK	2017	1	2331.23	451	693
360	Cabbage Red Organic	2	PRODUCE	2010	4	2330.85	692	693
20621300000	Boneless Quarter Ham	13	MEAT	2012	11	2330.85	167	172
72243020016	O.Gingerade Kombucha 16oz GTs	4	REF GROCERY	2011	7	2330.43	621	747
20015600000	O.Mango Dried Unsweetened	3	BULK	2012	5	2330.34	528	730
71575610001	Raspberries 6oz pkg	2	PRODUCE	2014	4	2330.33	429	464
9396651225	Organic 2% Milk 64oz OV	4	REF GROCERY	2010	11	2330.11	557	599
71375731861	Large Eggs 12ct LoLa	4	REF GROCERY	2014	8	2330.11	572	595
13642	NUTS Cashews Whole Rstd Salted	3	BULK	2012	6	2329.68	264	268
13697	NUTS Walnut Pieces Raw	3	BULK	2016	11	2329.44	694	696
13690	NUTS Pistachios Rstd.Salt.Org.	3	BULK	2015	1	2329.4	278	278
17526	COFFEE BirchwoodBlend O./Peace	3	BULK	2016	2	2329.39	241	246
108	APPLES Gala Organic	2	PRODUCE	2016	12	2328.94	648	667
72243011016	O.Trilogy Kombucha 16oz GTs	4	REF GROCERY	2015	8	2328.93	562	666
13685	NUTS Pine Nuts Organic	3	BULK	2015	7	2328.37	277	277
20603500000	Grass-Fed NY Strip Steak 	13	MEAT	2013	6	2328.18	170	206
323	Peach Gold Line Organic	2	PRODUCE	2014	8	2328.12	374	378
508	Lettuce Red Leaf Organic	2	PRODUCE	2013	4	2327.86	940	954
771	O.River Root Micro Greens pkg	2	PRODUCE	2016	4	2327.76	387	395
13638	NUTS Cashews Whole Raw Organic	3	BULK	2012	3	2327.75	250	252
13685	NUTS Pinenuts Organic	3	BULK	2010	4	2327.47	286	280
137	Mango Champagne Org.	2	PRODUCE	2012	5	2327.38	811	891
13580	NUTS Pecan Halves & Pieces O.	3	BULK	2016	12	2327.3	185	181
15530	SWEETENER Maple Syrup B	3	BULK	2015	2	2327.21	239	251
571	Pepper Bell Green Organic	2	PRODUCE	2015	11	2327.08	1527	1537
18285	GRAIN Quinoa Organic	3	BULK	2014	7	2327.07	310	308
76899003790	Ultimate Omega 180ct Nordic	10	SUPPLEMENTS	2013	7	2327.06	43	44
